Matrice;Feature;TypePredominant;taux
Comparison_of_raster_graphics_editors    Features ;PixBuilder Photo Editor;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Corel PaintShop Pro;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Chasys Draw IES;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Serif PhotoPlus;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;TVPaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ; ;StringValue;1.0
Comparison_of_raster_graphics_editors    Features ;Bibble;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;GraphicConverter;BooleanValue;0.9230769230769231
Comparison_of_raster_graphics_editors    Features ;MacPaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Picasa;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Artweaver;BooleanValue;0.9166666666666666
Comparison_of_raster_graphics_editors    Features ;Cosmigo Pro Motion;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;ArtRage;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Pixia;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Deluxe Paint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Ultimate Paint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Adobe Photoshop;BooleanValue;0.9333333333333333
Comparison_of_raster_graphics_editors    Features ;Microsoft Office Picture Manager;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Microsoft Photo Editor;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;PicMaster;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;iPhoto;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Fatpaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Corel Painter;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Mootif;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Helicon Filter;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Pixelmator;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Ulead PhotoImpact;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Adobe Photoshop Lightroom;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Photofinish;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;XnView;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;HDR PhotoStudio;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Aperture;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;XPaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Ability Photopaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;QFX;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;PC Paintbrush;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Autodesk SketchBook Pro;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Paint NET;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Fotografix;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Corel Photo Paint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Erdas Imagine;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;GIMPshop;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Photogenics;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;PhotoLine;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;CodedColor PhotoStudio Pro;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Adobe Fireworks;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Krita;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Kolourpaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;OpenCanvas;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;WinImages;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;CinePaint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Tux Paint;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Brush Strokes Image Editor;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;RawTherapee;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ; ;StringValue;1.0
Comparison_of_raster_graphics_editors    Features ;Zoner Photo Studio;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;IrfanView;BooleanValue;0.9166666666666666
Comparison_of_raster_graphics_editors    Features ;DigiKam;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Photo Raster;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Project Dogwaffle;BooleanValue;0.875
Comparison_of_raster_graphics_editors    Features ;GIMP;BooleanValue;0.9333333333333333
Comparison_of_raster_graphics_editors    Features ;ACD Canvas;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;Xara Photo   Graphic Designer;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Features ;darktable;BooleanValue;1.0
Comparison_of_raster_graphics_editors    Color spaces ;Adobe RGB;BooleanValue;0.9473684210526315
Comparison_of_raster_graphics_editors    Color spaces ;Indexed;BooleanValue;0.9375
Comparison_of_raster_graphics_editors    Color spaces ;HSV;BooleanValue;0.9565217391304348
Comparison_of_raster_graphics_editors    Color spaces ;sRGB;BooleanValue;0.9841269841269841
Comparison_of_raster_graphics_editors    Color spaces ;CMYK;BooleanValue;0.8823529411764706
Comparison_of_raster_graphics_editors    Color spaces ;Grayscale;BooleanValue;0.9622641509433962
Comparison_of_raster_graphics_editors    Color spaces ;LAB;BooleanValue;0.9259259259259259
Comparison_of_raster_graphics_editors    File support ;JPEG;BooleanValue;0.9701492537313433
Comparison_of_raster_graphics_editors    File support ;JPEG 2000;BooleanValue;0.9047619047619048
Comparison_of_raster_graphics_editors    File support ;TIFF;BooleanValue;0.9104477611940298
Comparison_of_raster_graphics_editors    File support ;RAW imports;BooleanValue;0.95
Comparison_of_raster_graphics_editors    File support ;XCF;BooleanValue;0.9375
Comparison_of_raster_graphics_editors    File support ;PNG;BooleanValue;0.9538461538461539
Comparison_of_raster_graphics_editors    File support ;PSD;BooleanValue;0.9137931034482759
Comparison_of_raster_graphics_editors    File support ;GIF;BooleanValue;0.890625
Comparison_of_raster_graphics_editors    File support ;HD Photo;BooleanValue;0.8857142857142857
Comparison_of_raster_graphics_editors    File support ;PSP;BooleanValue;0.9516129032258065
Comparison_of_raster_graphics_editors    File support ;BMP;BooleanValue;0.9523809523809523
Comparison_of_raster_graphics_editors    File support ;PCX;BooleanValue;0.8653846153846154
Comparison_of_reference_management_software    General ;License;StringValue;0.96875
Comparison_of_reference_management_software    General ;First public release;StringValue;0.6
Comparison_of_reference_management_software    General ;Software;StringValue;1.0
Comparison_of_reference_management_software    General ;Notes;StringValue;1.0
Comparison_of_reference_management_software    General ;Developer;StringValue;1.0
Comparison_of_reference_management_software    General ;Cost (USD);StringValue;1.0
Comparison_of_reference_management_software    General ;Free software;BooleanValue;1.0
Comparison_of_reference_management_software    General ;Latest stable version;Conditional;0.9
Comparison_of_reference_management_software    Operating system support ;Mac OS X;BooleanValue;0.9259259259259259
Comparison_of_reference_management_software    Operating system support ;iOS App;BooleanValue;0.9130434782608695
Comparison_of_reference_management_software    Operating system support ;Windows;BooleanValue;0.9629629629629629
Comparison_of_reference_management_software    Operating system support ;Android App;BooleanValue;0.85
Comparison_of_reference_management_software    Operating system support ;Unix;BooleanValue;0.9642857142857143
Comparison_of_reference_management_software    Operating system support ;ChromeOS;BooleanValue;1.0
Comparison_of_reference_management_software    Operating system support ;Linux;BooleanValue;1.0
Comparison_of_reference_management_software    Operating system support ;Software;StringValue;1.0
Comparison_of_reference_management_software    Operating system support ;BSD;BooleanValue;0.9642857142857143
Comparison_of_reference_management_software    Operating system support ;Windows App;BooleanValue;1.0
Comparison_of_reference_management_software    Export file formats ;Medline;BooleanValue;1.0
Comparison_of_reference_management_software    Export file formats ;Other;StringValue;0.9841269841269841
Comparison_of_reference_management_software    Export file formats ;Endnote Refer BibIX;BooleanValue;1.0
Comparison_of_reference_management_software    Export file formats ;RIS;BooleanValue;0.967741935483871
Comparison_of_reference_management_software    Export file formats ;BibTeX;BooleanValue;1.0
Comparison_of_reference_management_software    Export file formats ;MODS XML;BooleanValue;0.967741935483871
Comparison_of_reference_management_software    Export file formats ;Software;StringValue;1.0
Comparison_of_reference_management_software    Import file formats ;Software;StringValue;1.0
Comparison_of_reference_management_software    Import file formats ;Ovid;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;RIS;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;Medline;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;MODS XML;BooleanValue;0.9354838709677419
Comparison_of_reference_management_software    Import file formats ;Copac;BooleanValue;0.967741935483871
Comparison_of_reference_management_software    Import file formats ;PubMed;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;Other;StringValue;0.96875
Comparison_of_reference_management_software    Import file formats ;BibTeX;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;SciFinder;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;Endnote Refer BibIX;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;CSA;BooleanValue;1.0
Comparison_of_reference_management_software    Import file formats ;ISI;BooleanValue;0.967741935483871
Comparison_of_reference_management_software    Citation styles ;Other;StringValue;0.9787234042553191
Comparison_of_reference_management_software    Citation styles ;Software;StringValue;1.0
Comparison_of_reference_management_software    Citation styles ;Harvard;BooleanValue;1.0
Comparison_of_reference_management_software    Citation styles ;Chicago Turabian;BooleanValue;1.0
Comparison_of_reference_management_software    Citation styles ;Extension method;StringValue;0.8484848484848485
Comparison_of_reference_management_software    Citation styles ;APA;BooleanValue;1.0
Comparison_of_reference_management_software    Citation styles ;MLA;BooleanValue;1.0
Comparison_of_reference_management_software    Reference list file formats ;RSS;BooleanValue;1.0
Comparison_of_reference_management_software    Reference list file formats ;Other;StringValue;0.8666666666666667
Comparison_of_reference_management_software    Reference list file formats ;Plain text;BooleanValue;1.0
Comparison_of_reference_management_software    Reference list file formats ;HTML;BooleanValue;1.0
Comparison_of_reference_management_software    Reference list file formats ;LaTeX;BooleanValue;0.9565217391304348
Comparison_of_reference_management_software    Reference list file formats ;Software;StringValue;1.0
Comparison_of_reference_management_software    Reference list file formats ;RTF;BooleanValue;0.9642857142857143
Comparison_of_reference_management_software    Word processor integration ;Microsoft Word;BooleanValue;0.9666666666666667
Comparison_of_reference_management_software    Word processor integration ;Apache OpenOffice   LibreOffice;BooleanValue;1.0
Comparison_of_reference_management_software    Word processor integration ;Kile LyX;BooleanValue;0.9655172413793104
Comparison_of_reference_management_software    Word processor integration ;Software;StringValue;1.0
Comparison_of_reference_management_software    Word processor integration ;RTF scan;BooleanValue;1.0
Comparison_of_reference_management_software    Word processor integration ;Other;StringValue;0.9629629629629629
Comparison_of_reference_management_software    Database connectivity ;CiteSeer;BooleanValue;1.0
Comparison_of_reference_management_software    Database connectivity ;PubMed;BooleanValue;1.0
Comparison_of_reference_management_software    Database connectivity ;IEEE Xplore;BooleanValue;1.0
Comparison_of_reference_management_software    Database connectivity ;Software;StringValue;1.0
Comparison_of_reference_management_software    Database connectivity ;ArXiv;BooleanValue;1.0
Comparison_of_reference_management_software    Database connectivity ;Other;StringValue;0.9605263157894737
Comparison_of_reference_management_software   Password  protection  and network versions;Networking;NA;1.0
Comparison_of_reference_management_software   Password  protection  and network versions;Passworded;BooleanValue;1.0
Comparison_of_reference_management_software   Password  protection  and network versions;Software;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;java util regex;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Pattwo;StringValue;0.75
Comparison_of_regular_expression_engines   Libraries;ICU;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;CL PPCRE;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;PCRE;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;TPerlRegEx;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Boost Regex;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;RE2;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;TRegExpr;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Jakarta Regexp;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;RGX;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;GRETA;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;cppre;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;JRegex;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;FREJ;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;regex   Henry Spencer's regular expression librari;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;DEELX;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;TRE;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Henry Spencer's Advanced Regular Expressions;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Oniguruma;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Boost Xpressive;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;GLib GRegex;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Name;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;Qt QRegExp;StringValue;1.0
Comparison_of_regular_expression_engines   Libraries;XRegExp;StringValue;1.0
Comparison_of_regular_expression_engines   Languages;Software license;StringValue;0.9655172413793104
