Matrice;Feature;TypePredominant;taux
Comparison_of_regular_expression_engines   Languages;Official website;StringValue;1.0
Comparison_of_regular_expression_engines   Languages;Language;StringValue;0.8
Comparison_of_regular_expression_engines   Languages;Remarks;StringValue;0.967741935483871
Comparison_of_regular_expression_engines   Part 1;Backreferences;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;Recursion;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;Non greedy quantifiers;BooleanValue;0.9666666666666667
Comparison_of_regular_expression_engines   Part 1; 9 indexable captures;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;Shy groups;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;    quantifier;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;Look ahead;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;Look behind;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 1;Negated character classes;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Named capture;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Variable length look behinds;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Embedded code;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Comments;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Atomic groups;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Unicode property support;BooleanValue;0.6666666666666666
Comparison_of_regular_expression_engines   Part 2;Directives;BooleanValue;0.9615384615384616
Comparison_of_regular_expression_engines   Part 2;Conditionals;BooleanValue;1.0
Comparison_of_regular_expression_engines   Part 2;Balancing groups;BooleanValue;1.0
Comparison_of_regular_expression_engines   API features;Native UTF 8 support;BooleanValue;1.0
Comparison_of_regular_expression_engines   API features;Partial match;BooleanValue;1.0
Comparison_of_regular_expression_engines   API features;Native UTF 16 support;BooleanValue;1.0
Comparison_of_regular_expression_engines   API features;Multi line matching;BooleanValue;1.0
Comparison_of_relational_database_management_systems   General information;First public release date;IntegerValue;0.7457627118644068
Comparison_of_relational_database_management_systems   General information;License;StringValue;0.9705882352941176
Comparison_of_relational_database_management_systems   General information;Latest stable version;StringValue;0.5333333333333333
Comparison_of_relational_database_management_systems   General information;Maintainer;StringValue;1.0
Comparison_of_relational_database_management_systems   General information;Latest release date;StringValue;0.9
Comparison_of_relational_database_management_systems   Operating system support;Windows;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;BSD;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;OpenVMS;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;Linux;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;z OS;BooleanValue;0.8823529411764706
Comparison_of_relational_database_management_systems   Operating system support;Android;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;UNIX;BooleanValue;0.9807692307692307
Comparison_of_relational_database_management_systems   Operating system support;OS X;BooleanValue;0.9607843137254902
Comparison_of_relational_database_management_systems   Operating system support;AmigaOS;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;Symbian;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Operating system support;iOS;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Access control;Native network encryption;BooleanValue;0.6538461538461539
Comparison_of_relational_database_management_systems   Access control;Patch access;BooleanValue;0.6818181818181818
Comparison_of_relational_database_management_systems   Access control;Enterprise directory compatibility;BooleanValue;0.5
Comparison_of_relational_database_management_systems   Access control;Audit;BooleanValue;0.8636363636363636
Comparison_of_relational_database_management_systems   Access control;Label Based Access Control (LBAC);BooleanValue;0.75
Comparison_of_relational_database_management_systems   Access control;Brute force protection;BooleanValue;0.7894736842105263
Comparison_of_relational_database_management_systems   Access control;Security Certification;BooleanValue;0.6666666666666666
Comparison_of_relational_database_management_systems   Access control;Resource limit;BooleanValue;0.9130434782608695
Comparison_of_relational_database_management_systems   Access control;Separation of duties (RBAC);BooleanValue;0.9565217391304348
Comparison_of_relational_database_management_systems   Access control;Password complexity rules;BooleanValue;0.76
Comparison_of_relational_database_management_systems   Access control;Run unprivileged;BooleanValue;0.8846153846153846
Comparison_of_relational_database_management_systems   Fundamental features;Fine grained locking;Conditional;0.9375
Comparison_of_relational_database_management_systems   Fundamental features;Unicode;BooleanValue;0.9565217391304348
Comparison_of_relational_database_management_systems   Fundamental features;ACID;BooleanValue;0.9787234042553191
Comparison_of_relational_database_management_systems   Fundamental features;Transactions;BooleanValue;0.8936170212765957
Comparison_of_relational_database_management_systems   Fundamental features;Referential integrity;BooleanValue;0.9777777777777777
Comparison_of_relational_database_management_systems   Fundamental features;Interface;StringValue;0.9791666666666666
Comparison_of_relational_database_management_systems   Limits;Max row size;StringValue;0.76
Comparison_of_relational_database_management_systems   Limits;Max CHAR size;StringValue;0.6304347826086957
Comparison_of_relational_database_management_systems   Limits;Max Blob Clob size;StringValue;0.7674418604651163
Comparison_of_relational_database_management_systems   Limits;Min DATE value;StringValue;0.6388888888888888
Comparison_of_relational_database_management_systems   Limits;Max table size;StringValue;0.9285714285714286
Comparison_of_relational_database_management_systems   Limits;Max DATE value;StringValue;0.5789473684210527
Comparison_of_relational_database_management_systems   Limits;Max columns per row;IntegerValue;0.7741935483870968
Comparison_of_relational_database_management_systems   Limits;Max column name size;IntegerValue;0.8
Comparison_of_relational_database_management_systems   Limits;Max NUMBER size;StringValue;0.95
Comparison_of_relational_database_management_systems   Limits;Products;NA;1.0
Comparison_of_relational_database_management_systems   Limits;Max DB size;StringValue;0.8536585365853658
Comparison_of_relational_database_management_systems   Tables and views;Materialized view;BooleanValue;0.8604651162790697
Comparison_of_relational_database_management_systems   Tables and views;Temporary table;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Indices;R  R  tree;BooleanValue;0.875
Comparison_of_relational_database_management_systems   Indices;GIN;BooleanValue;0.975
Comparison_of_relational_database_management_systems   Indices;FOT;BooleanValue;0.9
Comparison_of_relational_database_management_systems   Indices;GiST;BooleanValue;0.975
Comparison_of_relational_database_management_systems   Indices;Spatial;BooleanValue;0.7
Comparison_of_relational_database_management_systems   Indices;Hash;BooleanValue;0.6808510638297872
Comparison_of_relational_database_management_systems   Indices;Reverse;BooleanValue;0.95
Comparison_of_relational_database_management_systems   Indices;Bitmap;BooleanValue;0.9487179487179487
Comparison_of_relational_database_management_systems   Indices;Partial;BooleanValue;0.9743589743589743
Comparison_of_relational_database_management_systems   Indices;Full text;BooleanValue;0.8333333333333334
Comparison_of_relational_database_management_systems   Indices;Expression;BooleanValue;0.8974358974358975
Comparison_of_relational_database_management_systems   Database capabilities;Informix Dynamic Server;BooleanValue;0.9090909090909091
Comparison_of_relational_database_management_systems   Database capabilities;PostgreSQL;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Microsoft Access (JET);BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;RDM Embedded;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;CUBRID;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Microsoft SQL Server Compact (Embedded Database);BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Oracle;BooleanValue;0.9
Comparison_of_relational_database_management_systems   Database capabilities;Advantage Database Server;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;DB2;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Teradata;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;H2;BooleanValue;0.9
Comparison_of_relational_database_management_systems   Database capabilities;ADABAS;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;MaxDB;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Pervasive PSQL;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Polyhedra DBMS;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;LucidDB;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;SQL Anywhere;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Empress Embedded Database;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;MonetDB;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Linter SQL RDBMS;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;InterBase;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Drizzle;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Ingres;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;OpenLink Virtuoso;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;HSQLDB;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Microsoft SQL Server;BooleanValue;0.8181818181818182
Comparison_of_relational_database_management_systems   Database capabilities;RDM Server;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Firebird;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Microsoft Visual Foxpro;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;MySQL;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Altibase;BooleanValue;0.9090909090909091
Comparison_of_relational_database_management_systems   Database capabilities;SQLite;BooleanValue;0.8181818181818182
Comparison_of_relational_database_management_systems   Database capabilities;solidDB;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;EXASolution;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;ClustrixDB;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;UniVerse;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Adaptive Server Enterprise;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Apache Derby;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;4th Dimension;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;OpenBase SQL;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Database capabilities;ScimoreDB;BooleanValue;0.8333333333333334
Comparison_of_relational_database_management_systems   Database capabilities;SmallSQL;NA;1.0
Comparison_of_relational_database_management_systems   Database capabilities;Oracle Rdb;BooleanValue;1.0
Comparison_of_relational_database_management_systems   Data types;Type system;StringValue;0.9629629629629629
Comparison_of_relational_database_management_systems   Data types;Boolean;StringValue;0.8695652173913043
Comparison_of_relational_database_management_systems   Data types;Other;StringValue;0.9733333333333334
Comparison_of_relational_database_management_systems   Data types;Binary;StringValue;0.9545454545454546
Comparison_of_relational_database_management_systems   Data types;Date Time;StringValue;0.9629629629629629
Comparison_of_relational_database_management_systems   Data types;Decimal;StringValue;0.9696969696969697
Comparison_of_relational_database_management_systems   Data types;Floating point;StringValue;0.75
Comparison_of_relational_database_management_systems   Data types;String;StringValue;0.9624060150375939
Comparison_of_relational_database_management_systems   Data types;Integer;StringValue;0.7910447761194029
Comparison_of_relational_database_management_systems   Other objects;Data Domain;BooleanValue;0.8604651162790697
Comparison_of_relational_database_management_systems   Other objects;Cursor;BooleanValue;0.9772727272727273
Comparison_of_relational_database_management_systems   Other objects;Trigger;BooleanValue;0.9302325581395349
Comparison_of_relational_database_management_systems   Other objects;Function ;BooleanValue;0.8636363636363636
Comparison_of_relational_database_management_systems   Other objects;External routine ;BooleanValue;0.8837209302325582
Comparison_of_relational_database_management_systems   Other objects;Procedure ;BooleanValue;0.8181818181818182
Comparison_of_relational_database_management_systems   Partitioning;Expression;BooleanValue;0.875
Comparison_of_relational_database_management_systems   Partitioning;List;BooleanValue;0.972972972972973
Comparison_of_relational_database_management_systems   Partitioning;Composite (Range Hash);BooleanValue;0.972972972972973
Comparison_of_relational_database_management_systems   Partitioning;Range;BooleanValue;0.9736842105263158
Comparison_of_relational_database_management_systems   Partitioning;Hash;BooleanValue;0.9736842105263158
Comparison_of_research_networking_tools_and_research_profiling_systems    General ;Open Source;BooleanValue;0.7209302325581395
Comparison_of_research_networking_tools_and_research_profiling_systems    General ;Link to Product Page;StringValue;0.9803921568627451
Comparison_of_research_networking_tools_and_research_profiling_systems    General ;Developer Owner;StringValue;0.9491525423728814
Comparison_of_research_networking_tools_and_research_profiling_systems    General ;Adopters;StringValue;0.8558558558558559
Comparison_of_research_networking_tools_and_research_profiling_systems    General ;Research Networking Tool;StringValue;0.9183673469387755
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Sources  Ingest and Export Formats ;Linked Open Data ;BooleanValue;0.8823529411764706
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Sources  Ingest and Export Formats ;Research Networking Tool;StringValue;0.9111111111111111
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Sources  Ingest and Export Formats ;Data Export Types;StringValue;0.96875
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Sources  Ingest and Export Formats ;Data Source   Infeed Functionality;StringValue;0.9633507853403142
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Sources  Ingest and Export Formats ;Auto Ingest ;BooleanValue;0.7
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Interoperability and Integration ;Research Networking Tool;StringValue;0.9111111111111111
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Interoperability and Integration ;Interoperability with Institutional Enterprise Sys;BooleanValue;0.6428571428571429
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Interoperability and Integration ;Regional  National  International or Federated Con;BooleanValue;0.7209302325581395
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Interoperability and Integration ;Integration with Add on Components or Products;Conditional;0.5714285714285714
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Interoperability and Integration ;Interoperability with External Systems;Conditional;0.5675675675675675
Comparison_of_research_networking_tools_and_research_profiling_systems    Users Profiled  User Interactivity and Networking Functionality ;Profiled User Population;StringValue;0.971830985915493
Comparison_of_research_networking_tools_and_research_profiling_systems    Users Profiled  User Interactivity and Networking Functionality ;Includes Functionality to Match Expertise with Fun;BooleanValue;0.7647058823529411
Comparison_of_research_networking_tools_and_research_profiling_systems    Users Profiled  User Interactivity and Networking Functionality ;Research Networking Tool;StringValue;0.9347826086956522
Comparison_of_research_networking_tools_and_research_profiling_systems    Users Profiled  User Interactivity and Networking Functionality ;Can Users Update Their Own Profile Data ;BooleanValue;0.78125
Comparison_of_research_networking_tools_and_research_profiling_systems    Users Profiled  User Interactivity and Networking Functionality ;Type of Networking (Active or Passive);StringValue;0.9636363636363636
Comparison_of_research_networking_tools_and_research_profiling_systems    Controlled Vocabulary  Ontologies and Author Disambiguation ;Research Networking Tool;StringValue;0.9333333333333333
Comparison_of_research_networking_tools_and_research_profiling_systems    Controlled Vocabulary  Ontologies and Author Disambiguation ;Thesaurus Controlled Vocabulary Used;StringValue;0.9285714285714286
Comparison_of_research_networking_tools_and_research_profiling_systems    Controlled Vocabulary  Ontologies and Author Disambiguation ;Automatic Author Disambiguation;BooleanValue;0.631578947368421
Comparison_of_research_networking_tools_and_research_profiling_systems    Controlled Vocabulary  Ontologies and Author Disambiguation ;Ontology Ontologies Supported;StringValue;1.0
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;h index;BooleanValue;1.0
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Altmetrics;Conditional;0.625
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Journal Impact Factor ;BooleanValue;0.8571428571428571
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;SNIP and SJR;BooleanValue;1.0
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Products;NA;1.0
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Comment;NA;1.0
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Research Networking Tool;StringValue;0.9333333333333333
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Other;StringValue;1.0
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;Citation count;BooleanValue;1.0
Comparison_of_S M A R T _tools;Fixed drives;StringValue;0.7647058823529411
Comparison_of_S M A R T _tools;RAID support;StringValue;0.8333333333333334
Comparison_of_S M A R T _tools;Operating system;StringValue;1.0
Comparison_of_S M A R T _tools;Hard drive self testing;BooleanValue;0.8888888888888888
Comparison_of_S M A R T _tools;License;StringValue;1.0
Comparison_of_S M A R T _tools;Notification;StringValue;0.8333333333333334
Comparison_of_S M A R T _tools;User interface;StringValue;0.9
Comparison_of_S M A R T _tools;USB  eSATA and removable drives;StringValue;0.9230769230769231
Comparison_of_S M A R T _tools;Notes;StringValue;1.0
Comparison_of_S M A R T _tools;Shows S M A R T  attributes;BooleanValue;0.9
Comparison_of_S M A R T _tools;Name;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Orthographic differences;English;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Orthographic differences;Scottish Gaelic;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Orthographic differences;Notes;StringValue;0.8947368421052632
Comparison_of_Scottish_Gaelic_and_Irish   Orthographic differences;Irish;StringValue;0.8846153846153846
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;Irish;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;Notes;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;Scottish Gaelic;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;English;StringValue;0.875
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;Scottish Gaelic;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;Irish;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;English;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;English;StringValue;1.0
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;Notes;StringValue;1.0
Comparison_of_Solaris_distributions    General ;Distribution;StringValue;1.0
Comparison_of_Solaris_distributions    General ;Creator;NA;1.0
Comparison_of_Solaris_distributions    General ;Latest release date;StringValue;0.9230769230769231
Comparison_of_Solaris_distributions    General ;Purpose;StringValue;1.0
Comparison_of_Solaris_distributions    General ;Producer;NA;1.0
Comparison_of_Solaris_distributions    General ;Base distribution;StringValue;1.0
Comparison_of_Solaris_distributions    General ;First public release;IntegerValue;0.5
Comparison_of_Solaris_distributions   Technical;Install time desktop environment or window manager;StringValue;1.0
Comparison_of_Solaris_distributions   Technical;Default file system;StringValue;1.0
Comparison_of_Solaris_distributions   Technical;Distribution;StringValue;1.0
Comparison_of_Solaris_distributions   Package management and installation;Nexenta OS;StringValue;1.0
Comparison_of_Solaris_distributions   Package management and installation;Distribution;StringValue;1.0
Comparison_of_Solaris_distributions   Package management and installation;BeleniX;NA;1.0
Comparison_of_Solaris_distributions   Package management and installation;Distribution;StringValue;1.0
Comparison_of_Solaris_distributions   Package management and installation;SchilliX;NA;1.0
Comparison_of_Solaris_distributions   Package management and installation;MilaX;NA;1.0
Comparison_of_Solaris_distributions   Package management and installation;OpenIndiana;BooleanValue;0.5
Comparison_of_Solaris_distributions   Live media;Installable Over USBs;BooleanValue;0.8333333333333334
Comparison_of_Solaris_distributions   Live media;Distribution;StringValue;1.0
Comparison_of_Solaris_distributions   Live media;Boots from DVD;BooleanValue;0.8333333333333334
Comparison_of_Solaris_distributions   Live media;RAM Use in MB;IntegerValue;0.5
Comparison_of_Solaris_distributions   Live media;Size in MB;IntegerValue;0.6
Comparison_of_Solaris_distributions   Live media;Installable Live CD;BooleanValue;0.8333333333333334
Comparison_of_Solaris_distributions   Live media;Boots from CD ROM;BooleanValue;0.8333333333333334
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;RAM;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;STORAGE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;CPU;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;WIRELESS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;FINGER PRINT SENSOR;BooleanValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;COLOR;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;GRAPHICS;Conditional;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;BATTERY;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;WEIGHT;StringValue;0.8333333333333334
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;DISPLAY;Conditional;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;OPTICAL DRIVE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;OS;Conditional;0.6666666666666666
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;COLOR;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;CPU;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;GRAPHICS;Conditional;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;OPTICAL DRIVE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;FINGER PRINT SENSOR;BooleanValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;WIRELESS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;BATTERY;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;DISPLAY;Conditional;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;STORAGE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;WEIGHT;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;OS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;RAM;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;FINGER PRINT SENSOR;BooleanValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;OS;StringValue;0.875
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;GRAPHICS;Conditional;0.5714285714285714
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;DISPLAY;Conditional;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;OPTICAL DRIVE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;BATTERY;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;CPU;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;COLOR;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;RAM;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;WEIGHT;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;WIRELESS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;STORAGE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio Z Series ;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio Z Series ;VPC Z227GG X;StringValue;0.8235294117647058
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;BATTERY;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;GRAPHICS;Conditional;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;FINGER PRINT SENSOR;BooleanValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;OS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;RAM;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;CPU;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;OPTICAL DRIVE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;STORAGE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;WIRELESS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;DISPLAY;Conditional;0.6666666666666666
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;COLOR;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;WEIGHT;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio L Series ;VPC L218FG B;StringValue;0.8
Comparison_of_Sony_Vaio_laptops    Sony Vaio L Series ;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;WIRELESS;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;OPTICAL DRIVE;NA;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;DISPLAY;Conditional;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;FINGER PRINT SENSOR;BooleanValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;MODEL;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;CPU;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;COLOR;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;BATTERY;NA;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;WEIGHT;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;STORAGE;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;GRAPHICS;Conditional;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;RAM;StringValue;1.0
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;OS;StringValue;1.0
Comparison_of_SSH_clients   General;Based on;StringValue;0.9411764705882353
Comparison_of_SSH_clients   General;License;StringValue;1.0
Comparison_of_SSH_clients   General;First release;StringValue;0.6551724137931034
Comparison_of_SSH_clients   General;Name;StringValue;1.0
Comparison_of_SSH_clients   General;Current version;RealValue;0.65
Comparison_of_SSH_clients   General;Status;StringValue;1.0
Comparison_of_SSH_clients   General;Developer;StringValue;0.9411764705882353
Comparison_of_SSH_clients   General;Source available;BooleanValue;1.0
Comparison_of_SSH_clients   General;Latest release;StringValue;1.0
Comparison_of_SSH_clients   Platform;Solaris;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;Maemo;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;Windows Phone;BooleanValue;0.875
Comparison_of_SSH_clients   Platform;z OS;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;OpenVMS;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;OS X;BooleanValue;0.96
Comparison_of_SSH_clients   Platform;BSD;BooleanValue;0.9583333333333334
Comparison_of_SSH_clients   Platform;AIX;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;iOS;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;Name;StringValue;1.0
Comparison_of_SSH_clients   Platform;Linux;BooleanValue;0.9615384615384616
Comparison_of_SSH_clients   Platform;HP UX;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;Windows;BooleanValue;1.0
